launch_date,vehicle,mission_name,orbit,outcome,source,launch_site,lat,lon,label
,"In August 2020, SES expanded the O3b mPOWER contract with two additional launches, raising the number of satellites from 7 to 11 satellites at nearly 2 tons each.[242] One of the fairings halves made its 22nd flight.","In August 2020, SES expanded the O3b mPOWER contract with two additional launches, raising the number of satellites from 7 to 11 satellites at nearly 2 tons each.[242] One of the fairings halves made its 22nd flight.","In August 2020, SES expanded the O3b mPOWER contract with two additional launches, raising the number of satellites from 7 to 11 satellites at nearly 2 tons each.[242] One of the fairings halves made its 22nd flight.","In August 2020, SES expanded the O3b mPOWER contract with two additional launches, raising the number of satellites from 7 to 11 satellites at nearly 2 tons each.[242] One of the fairings halves made its 22nd flight.",SpaceX,Cape Canaveral,28.5721,-80.648,1
2024-12-21 11:34:00,F9 B5 B1071‑21,Bandwagon-2 (30 payload smallsat rideshare)[67][87] 425 Project Flight 3,LEO,Success,SpaceX,Cape Canaveral,28.5721,-80.648,1
,Dedicated SmallSat Rideshare mission to 45 degree inclination 550–600 km altitude. 425 Project Flight 3 is a military SAR satellite of South Korea with a mass of ~800 kg.[244],Dedicated SmallSat Rideshare mission to 45 degree inclination 550–600 km altitude. 425 Project Flight 3 is a military SAR satellite of South Korea with a mass of ~800 kg.[244],Dedicated SmallSat Rideshare mission to 45 degree inclination 550–600 km altitude. 425 Project Flight 3 is a military SAR satellite of South Korea with a mass of ~800 kg.[244],Dedicated SmallSat Rideshare mission to 45 degree inclination 550–600 km altitude. 425 Project Flight 3 is a military SAR satellite of South Korea with a mass of ~800 kg.[244],SpaceX,Cape Canaveral,28.5721,-80.648,1
2024-12-23 05:35:00,F9 B5 B1080‑14,Starlink: Group 12-2 (21 satellites),LEO,Success,SpaceX,Cape Canaveral,28.5721,-80.648,1
,"Launch of 21 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation.","Launch of 21 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation.","Launch of 21 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation.","Launch of 21 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation.",SpaceX,Cape Canaveral,28.5721,-80.648,1
2024-12-29 01:58:00,F9 B5 B1075‑16,Starlink: Group 11-3 (22 satellites),LEO,Success,SpaceX,Cape Canaveral,28.5721,-80.648,1
,Launch of 22 Starlink v2 mini satellites to a 535 km (332 mi) orbit at an inclination of 53° to expand internet constellation.,Launch of 22 Starlink v2 mini satellites to a 535 km (332 mi) orbit at an inclination of 53° to expand internet constellation.,Launch of 22 Starlink v2 mini satellites to a 535 km (332 mi) orbit at an inclination of 53° to expand internet constellation.,Launch of 22 Starlink v2 mini satellites to a 535 km (332 mi) orbit at an inclination of 53° to expand internet constellation.,SpaceX,Cape Canaveral,28.5721,-80.648,1
2024-12-29 05:00:00,F9 B5 B1083‑7,Astranis: From One to Many (4 satellites),GTO,Success,SpaceX,Cape Canaveral,28.5721,-80.648,1
,"Dedicated Falcon 9 launch to put four Astranis MicroGEO communications satellites into service. The MicroGEOs were launched to a custom geostationary orbit, with the four satellites individually conducting on-orbit maneuvers to inject themselves into their orbital slots. The four spacecraft were mounted to a standard adapter ring, known as an ESPA-Grande, for ease of deployment.[248] B1083 supported the Astranis mission, previously it was B1077, but due to some problem identified, the first stage of this mission was changed.","Dedicated Falcon 9 launch to put four Astranis MicroGEO communications satellites into service. The MicroGEOs were launched to a custom geostationary orbit, with the four satellites individually conducting on-orbit maneuvers to inject themselves into their orbital slots. The four spacecraft were mounted to a standard adapter ring, known as an ESPA-Grande, for ease of deployment.[248] B1083 supported the Astranis mission, previously it was B1077, but due to some problem identified, the first stage of this mission was changed.","Dedicated Falcon 9 launch to put four Astranis MicroGEO communications satellites into service. The MicroGEOs were launched to a custom geostationary orbit, with the four satellites individually conducting on-orbit maneuvers to inject themselves into their orbital slots. The four spacecraft were mounted to a standard adapter ring, known as an ESPA-Grande, for ease of deployment.[248] B1083 supported the Astranis mission, previously it was B1077, but due to some problem identified, the first stage of this mission was changed.","Dedicated Falcon 9 launch to put four Astranis MicroGEO communications satellites into service. The MicroGEOs were launched to a custom geostationary orbit, with the four satellites individually conducting on-orbit maneuvers to inject themselves into their orbital slots. The four spacecraft were mounted to a standard adapter ring, known as an ESPA-Grande, for ease of deployment.[248] B1083 supported the Astranis mission, previously it was B1077, but due to some problem identified, the first stage of this mission was changed.",SpaceX,Cape Canaveral,28.5721,-80.648,1
2024-12-31 05:39:00,F9 B5 B1078‑16,Starlink: Group 12-6 (21 satellites),LEO,Success,SpaceX,Cape Canaveral,28.5721,-80.648,1
,"Launch of 21 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation.","Launch of 21 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation.","Launch of 21 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation.","Launch of 21 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation.",SpaceX,Cape Canaveral,28.5721,-80.648,1
2025-01-04 01:27:00,F9 B5 B1073‑20,Thuraya 4-NGS,GTO,Success,SpaceX,Cape Canaveral,28.5721,-80.648,1
,Planned replacement for Thuraya 2 and 3.[256][257],Planned replacement for Thuraya 2 and 3.[256][257],Planned replacement for Thuraya 2 and 3.[256][257],Planned replacement for Thuraya 2 and 3.[256][257],SpaceX,Cape Canaveral,28.5721,-80.648,1
2025-01-06 20:43:00,F9 B5 B1077‑17,Starlink: Group 6‑71,LEO,Success,SpaceX,Cape Canaveral,28.5721,-80.648,1
,Launch of 24 Starlink v2 mini satellites to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation. 1st time flying a fairing half for the 23rd time.,Launch of 24 Starlink v2 mini satellites to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation. 1st time flying a fairing half for the 23rd time.,Launch of 24 Starlink v2 mini satellites to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation. 1st time flying a fairing half for the 23rd time.,Launch of 24 Starlink v2 mini satellites to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation. 1st time flying a fairing half for the 23rd time.,SpaceX,Cape Canaveral,28.5721,-80.648,1
2025-01-08 15:27:00,F9 B5 B1086‑3,Starlink: Group 12-11 (21 satellites),LEO,Success,SpaceX,Cape Canaveral,28.5721,-80.648,1
,"Launch of 21 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation.","Launch of 21 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation.","Launch of 21 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation.","Launch of 21 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation.",SpaceX,Cape Canaveral,28.5721,-80.648,1
2025-01-10 03:53:00,F9 B5 B1071‑22,NROL-153 (22 Starshield satellites)[261],LEO,Success,SpaceX,Cape Canaveral,28.5721,-80.648,1
,Seventh launch of SpaceX/Northrop Grumman-built satellites for the National Reconnaissance Office.,Seventh launch of SpaceX/Northrop Grumman-built satellites for the National Reconnaissance Office.,Seventh launch of SpaceX/Northrop Grumman-built satellites for the National Reconnaissance Office.,Seventh launch of SpaceX/Northrop Grumman-built satellites for the National Reconnaissance Office.,SpaceX,Cape Canaveral,28.5721,-80.648,1
2025-01-10 19:11:00,F9 B5 B1067‑25,Starlink: Group 12-12 (21 satellites),LEO,Success,SpaceX,Cape Canaveral,28.5721,-80.648,1
,"Launch of 21 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation. First booster to fly 25th time, new record.","Launch of 21 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation. First booster to fly 25th time, new record.","Launch of 21 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation. First booster to fly 25th time, new record.","Launch of 21 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation. First booster to fly 25th time, new record.",SpaceX,Cape Canaveral,28.5721,-80.648,1
2025-01-13 16:47:00,F9 B5 B1080‑15,Starlink: Group 12-4 (21 satellites),LEO,Success,SpaceX,Cape Canaveral,28.5721,-80.648,1
,"Launch of 21 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation.","Launch of 21 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation.","Launch of 21 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation.","Launch of 21 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation.",SpaceX,Cape Canaveral,28.5721,-80.648,1
2025-01-14 19:09:00,F9 B5 B1088‑2,Transporter-12 (131 payload smallsat rideshare),SSO,Success,SpaceX,Cape Canaveral,28.5721,-80.648,1
,Dedicated SmallSat Rideshare mission to sun-synchronous orbit.,Dedicated SmallSat Rideshare mission to sun-synchronous orbit.,Dedicated SmallSat Rideshare mission to sun-synchronous orbit.,Dedicated SmallSat Rideshare mission to sun-synchronous orbit.,SpaceX,Cape Canaveral,28.5721,-80.648,1
2025-01-15 06:11:00,F9 B5 B1085‑5,Blue Ghost Mission 1,TLI,Success,SpaceX,Cape Canaveral,28.5721,-80.648,1
2025-01-15 06:11:00,F9 B5 B1085‑5,Hakuto-R Mission 2,TLI,Success,SpaceX,Cape Canaveral,28.5721,-80.648,1
,"Both Blue Ghost Mission 1[266][267] and Hakuto-R Mission 2 (Resilience lander)[268][269] launched together on a single rocket (first of its kind deep space lander launch). Blue Ghost will carry 10 payloads for NASA's Commercial Lunar Payload Services task order 19D mission and other separately contracted payloads.[270] Resilience is the second lunar lander built by Japanese company ispace and will deliver TENACIOUS mini rover to the lunar surface. To house both landers in the payload fairing, SpaceX used a new dual-launch carrying structure.","Both Blue Ghost Mission 1[266][267] and Hakuto-R Mission 2 (Resilience lander)[268][269] launched together on a single rocket (first of its kind deep space lander launch). Blue Ghost will carry 10 payloads for NASA's Commercial Lunar Payload Services task order 19D mission and other separately contracted payloads.[270] Resilience is the second lunar lander built by Japanese company ispace and will deliver TENACIOUS mini rover to the lunar surface. To house both landers in the payload fairing, SpaceX used a new dual-launch carrying structure.","Both Blue Ghost Mission 1[266][267] and Hakuto-R Mission 2 (Resilience lander)[268][269] launched together on a single rocket (first of its kind deep space lander launch). Blue Ghost will carry 10 payloads for NASA's Commercial Lunar Payload Services task order 19D mission and other separately contracted payloads.[270] Resilience is the second lunar lander built by Japanese company ispace and will deliver TENACIOUS mini rover to the lunar surface. To house both landers in the payload fairing, SpaceX used a new dual-launch carrying structure.","Both Blue Ghost Mission 1[266][267] and Hakuto-R Mission 2 (Resilience lander)[268][269] launched together on a single rocket (first of its kind deep space lander launch). Blue Ghost will carry 10 payloads for NASA's Commercial Lunar Payload Services task order 19D mission and other separately contracted payloads.[270] Resilience is the second lunar lander built by Japanese company ispace and will deliver TENACIOUS mini rover to the lunar surface. To house both landers in the payload fairing, SpaceX used a new dual-launch carrying structure.",SpaceX,Cape Canaveral,28.5721,-80.648,1
2025-01-21 05:24:00,F9 B5 B1083‑8,Starlink: Group 13-1 (21 satellites) + 2 Starshield satellites,LEO,Success,SpaceX,Cape Canaveral,28.5721,-80.648,1
,Launch of 21 Starlink v2 mini satellites to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation and two SpaceX Starshield satellites as rideshare.[272] 1st time flying a fairing half for the 24th time.,Launch of 21 Starlink v2 mini satellites to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation and two SpaceX Starshield satellites as rideshare.[272] 1st time flying a fairing half for the 24th time.,Launch of 21 Starlink v2 mini satellites to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation and two SpaceX Starshield satellites as rideshare.[272] 1st time flying a fairing half for the 24th time.,Launch of 21 Starlink v2 mini satellites to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation and two SpaceX Starshield satellites as rideshare.[272] 1st time flying a fairing half for the 24th time.,SpaceX,Cape Canaveral,28.5721,-80.648,1
2025-01-21 15:45:00,F9 B5 B1082‑10,Starlink: Group 11-8 (27 satellites),LEO,Success,SpaceX,Cape Canaveral,28.5721,-80.648,1
,Launch of 27 Starlink v2 mini optimized satellites to a 535 km (332 mi) orbit at an inclination of 53° to expand internet constellation. Mission marks 400th Falcon booster landing.,Launch of 27 Starlink v2 mini optimized satellites to a 535 km (332 mi) orbit at an inclination of 53° to expand internet constellation. Mission marks 400th Falcon booster landing.,Launch of 27 Starlink v2 mini optimized satellites to a 535 km (332 mi) orbit at an inclination of 53° to expand internet constellation. Mission marks 400th Falcon booster landing.,Launch of 27 Starlink v2 mini optimized satellites to a 535 km (332 mi) orbit at an inclination of 53° to expand internet constellation. Mission marks 400th Falcon booster landing.,SpaceX,Cape Canaveral,28.5721,-80.648,1
2025-01-24 14:07:00,F9 B5 B1063‑23,Starlink: Group 11-6 (23 satellites),LEO,Success,SpaceX,Cape Canaveral,28.5721,-80.648,1
,"Launch of 23 Starlink v2 mini satellites to a 535 km (332 mi) orbit at an inclination of 53° to expand internet constellation. With this launch, SpaceX has broken its pad turnaround time record at Space Launch Complex 4 East. Previous record was 3 days, 15 hours, 23 minutes, and 40 seconds, this has now gone down to 2 days, 22 hours, 21 minutes, and 10 seconds.","Launch of 23 Starlink v2 mini satellites to a 535 km (332 mi) orbit at an inclination of 53° to expand internet constellation. With this launch, SpaceX has broken its pad turnaround time record at Space Launch Complex 4 East. Previous record was 3 days, 15 hours, 23 minutes, and 40 seconds, this has now gone down to 2 days, 22 hours, 21 minutes, and 10 seconds.","Launch of 23 Starlink v2 mini satellites to a 535 km (332 mi) orbit at an inclination of 53° to expand internet constellation. With this launch, SpaceX has broken its pad turnaround time record at Space Launch Complex 4 East. Previous record was 3 days, 15 hours, 23 minutes, and 40 seconds, this has now gone down to 2 days, 22 hours, 21 minutes, and 10 seconds.","Launch of 23 Starlink v2 mini satellites to a 535 km (332 mi) orbit at an inclination of 53° to expand internet constellation. With this launch, SpaceX has broken its pad turnaround time record at Space Launch Complex 4 East. Previous record was 3 days, 15 hours, 23 minutes, and 40 seconds, this has now gone down to 2 days, 22 hours, 21 minutes, and 10 seconds.",SpaceX,Cape Canaveral,28.5721,-80.648,1
2025-01-27 22:05:00,F9 B5 B1076‑20,Starlink: Group 12-7 (21 satellites),LEO,Success,SpaceX,Cape Canaveral,28.5721,-80.648,1
,"Launch of 21 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation.","Launch of 21 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation.","Launch of 21 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation.","Launch of 21 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation.",SpaceX,Cape Canaveral,28.5721,-80.648,1
2025-01-30 01:34:00,F9 B5 B1073‑21,Spainsat NG I,GTO,Success,SpaceX,Cape Canaveral,28.5721,-80.648,1
,Communications satellite built on the Eurostar-Neo platform for the Spanish government.[278] First of two launches for the Spainsat NG program. The booster was expended due to the performance needed to launch the satellite's mass to a geostationary transfer orbit.,Communications satellite built on the Eurostar-Neo platform for the Spanish government.[278] First of two launches for the Spainsat NG program. The booster was expended due to the performance needed to launch the satellite's mass to a geostationary transfer orbit.,Communications satellite built on the Eurostar-Neo platform for the Spanish government.[278] First of two launches for the Spainsat NG program. The booster was expended due to the performance needed to launch the satellite's mass to a geostationary transfer orbit.,Communications satellite built on the Eurostar-Neo platform for the Spanish government.[278] First of two launches for the Spainsat NG program. The booster was expended due to the performance needed to launch the satellite's mass to a geostationary transfer orbit.,SpaceX,Cape Canaveral,28.5721,-80.648,1
2025-02-01 23:02:00,F9 B5 B1075‑17,Starlink: Group 11-4,LEO,Success,SpaceX,Cape Canaveral,28.5721,-80.648,1
,"Launch of 22 Starlink v2 mini satellites to a 535 km (332 mi) orbit at an inclination of 53° to expand internet constellation. Even though the second stage was expected to deorbit for a controlled splashdown, the second stage's deorbit burn did not occur, causing it to remain in orbit. This was the third time in six months that a second stage had encountered a problem in flight.[280] The stage made its uncontrolled reentry over Poland between 04:46 and 04:48, local time, on February 19.[281] Several tanks that crashed in the western part of the country were collected by the Polish police.[282]","Launch of 22 Starlink v2 mini satellites to a 535 km (332 mi) orbit at an inclination of 53° to expand internet constellation. Even though the second stage was expected to deorbit for a controlled splashdown, the second stage's deorbit burn did not occur, causing it to remain in orbit. This was the third time in six months that a second stage had encountered a problem in flight.[280] The stage made its uncontrolled reentry over Poland between 04:46 and 04:48, local time, on February 19.[281] Several tanks that crashed in the western part of the country were collected by the Polish police.[282]","Launch of 22 Starlink v2 mini satellites to a 535 km (332 mi) orbit at an inclination of 53° to expand internet constellation. Even though the second stage was expected to deorbit for a controlled splashdown, the second stage's deorbit burn did not occur, causing it to remain in orbit. This was the third time in six months that a second stage had encountered a problem in flight.[280] The stage made its uncontrolled reentry over Poland between 04:46 and 04:48, local time, on February 19.[281] Several tanks that crashed in the western part of the country were collected by the Polish police.[282]","Launch of 22 Starlink v2 mini satellites to a 535 km (332 mi) orbit at an inclination of 53° to expand internet constellation. Even though the second stage was expected to deorbit for a controlled splashdown, the second stage's deorbit burn did not occur, causing it to remain in orbit. This was the third time in six months that a second stage had encountered a problem in flight.[280] The stage made its uncontrolled reentry over Poland between 04:46 and 04:48, local time, on February 19.[281] Several tanks that crashed in the western part of the country were collected by the Polish police.[282]",SpaceX,Cape Canaveral,28.5721,-80.648,1
2025-02-04 10:15:00,F9 B5 B1069‑21,Starlink: Group 12-3 (21 satellites),LEO,Success,SpaceX,Cape Canaveral,28.5721,-80.648,1
,"Launch of 21 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation. 1st time flying a fairing half for the 25th time.","Launch of 21 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation. 1st time flying a fairing half for the 25th time.","Launch of 21 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation. 1st time flying a fairing half for the 25th time.","Launch of 21 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation. 1st time flying a fairing half for the 25th time.",SpaceX,Cape Canaveral,28.5721,-80.648,1
2025-02-04 23:13:00,F9 B5 B1086‑4,WorldView Legion 5 & 6 (2 satellites),LEO,Success,SpaceX,Cape Canaveral,28.5721,-80.648,1
,Two earth observation satellites built by Maxar Technologies.[285][286][287] Seventh time a second stage featured Falcon medium coast mission-extension kit.,Two earth observation satellites built by Maxar Technologies.[285][286][287] Seventh time a second stage featured Falcon medium coast mission-extension kit.,Two earth observation satellites built by Maxar Technologies.[285][286][287] Seventh time a second stage featured Falcon medium coast mission-extension kit.,Two earth observation satellites built by Maxar Technologies.[285][286][287] Seventh time a second stage featured Falcon medium coast mission-extension kit.,SpaceX,Cape Canaveral,28.5721,-80.648,1
2025-02-08 19:18:00,F9 B5 B1078‑17,Starlink: Group 12-9 (21 satellites),LEO,Success,SpaceX,Cape Canaveral,28.5721,-80.648,1
,"Launch of 21 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation.","Launch of 21 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation.","Launch of 21 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation.","Launch of 21 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation.",SpaceX,Cape Canaveral,28.5721,-80.648,1
2025-02-11 02:09:00,F9 B5 B1071‑23,Starlink: Group 11-10,LEO,Success,SpaceX,Cape Canaveral,28.5721,-80.648,1
,Launch of 23 Starlink v2 mini satellites to a 535 km (332 mi) orbit at an inclination of 53° to expand internet constellation.,Launch of 23 Starlink v2 mini satellites to a 535 km (332 mi) orbit at an inclination of 53° to expand internet constellation.,Launch of 23 Starlink v2 mini satellites to a 535 km (332 mi) orbit at an inclination of 53° to expand internet constellation.,Launch of 23 Starlink v2 mini satellites to a 535 km (332 mi) orbit at an inclination of 53° to expand internet constellation.,SpaceX,Cape Canaveral,28.5721,-80.648,1
2025-02-11 18:53:00,F9 B5 B1077‑18,Starlink: Group 12-18 (21 satellites),LEO,Success,SpaceX,Cape Canaveral,28.5721,-80.648,1
,"Launch of 21 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation.","Launch of 21 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation.","Launch of 21 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation.","Launch of 21 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation.",SpaceX,Cape Canaveral,28.5721,-80.648,1
2025-02-15 06:14:00,F9 B5  B1067‑26,Starlink: Group 12-8,LEO,Success,SpaceX,Cape Canaveral,28.5721,-80.648,1
,"Launch of 21 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation. First booster to fly and be recovered 26th time, new record. 1st time flying a fairing half for the 26th time. Both surpassed Space Shuttle Endeavour's tally of 25 reflights, now only trailing behind Space Shuttle Atlantis and Space Shuttle Discovery.","Launch of 21 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation. First booster to fly and be recovered 26th time, new record. 1st time flying a fairing half for the 26th time. Both surpassed Space Shuttle Endeavour's tally of 25 reflights, now only trailing behind Space Shuttle Atlantis and Space Shuttle Discovery.","Launch of 21 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation. First booster to fly and be recovered 26th time, new record. 1st time flying a fairing half for the 26th time. Both surpassed Space Shuttle Endeavour's tally of 25 reflights, now only trailing behind Space Shuttle Atlantis and Space Shuttle Discovery.","Launch of 21 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation. First booster to fly and be recovered 26th time, new record. 1st time flying a fairing half for the 26th time. Both surpassed Space Shuttle Endeavour's tally of 25 reflights, now only trailing behind Space Shuttle Atlantis and Space Shuttle Discovery.",SpaceX,Cape Canaveral,28.5721,-80.648,1
2025-02-18 23:21:00,F9 B5 B1080‑16,Starlink: Group 10-12 (23 satellites),LEO,Success,SpaceX,Cape Canaveral,28.5721,-80.648,1
,Launch of 23 Starlink v2 mini satellites to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation. First booster landing in waters belonging to another nation (Exuma Sound) as part of an agreement with The Bahamas.,Launch of 23 Starlink v2 mini satellites to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation. First booster landing in waters belonging to another nation (Exuma Sound) as part of an agreement with The Bahamas.,Launch of 23 Starlink v2 mini satellites to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation. First booster landing in waters belonging to another nation (Exuma Sound) as part of an agreement with The Bahamas.,Launch of 23 Starlink v2 mini satellites to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation. First booster landing in waters belonging to another nation (Exuma Sound) as part of an agreement with The Bahamas.,SpaceX,Cape Canaveral,28.5721,-80.648,1
2025-02-21 15:19:00,F9 B5 B1076‑21,Starlink: Group 12-14 (23 satellites),LEO,Success,SpaceX,Cape Canaveral,28.5721,-80.648,1
,"Launch of 23 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation.","Launch of 23 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation.","Launch of 23 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation.","Launch of 23 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation.",SpaceX,Cape Canaveral,28.5721,-80.648,1
2025-02-23 01:38:00,F9 B5 B1082‑11,Starlink: Group 15-1 (22 satellites),LEO,Success,SpaceX,Cape Canaveral,28.5721,-80.648,1
,Launch of 22 Starlink v2 mini satellites to a 70° inclination orbit to expand internet constellation.,Launch of 22 Starlink v2 mini satellites to a 70° inclination orbit to expand internet constellation.,Launch of 22 Starlink v2 mini satellites to a 70° inclination orbit to expand internet constellation.,Launch of 22 Starlink v2 mini satellites to a 70° inclination orbit to expand internet constellation.,SpaceX,Cape Canaveral,28.5721,-80.648,1
2025-02-27 00:16:00,F9 B5 B1083‑9,"IM-2 Nova-C ""Athena"" lunar lander Lunar Trailblazer Brokkr-2 Odin[294] Chimera-1 TBD",TLI,Success,SpaceX,Cape Canaveral,28.5721,-80.648,1
,"IM-2 South Pole Mission, flying the second Nova-C lunar lander.[295] The Polar Resources Ice Mining Experiment 1 (PRIME-1) payload will be delivered to the lunar south pole near Shackleton Crater for the CLPS program.[296] Odin will travel to near Earth asteroid 2022 OB5. Two Geostationary satellites are undisclosed. 100th booster landing on ASOG.","IM-2 South Pole Mission, flying the second Nova-C lunar lander.[295] The Polar Resources Ice Mining Experiment 1 (PRIME-1) payload will be delivered to the lunar south pole near Shackleton Crater for the CLPS program.[296] Odin will travel to near Earth asteroid 2022 OB5. Two Geostationary satellites are undisclosed. 100th booster landing on ASOG.","IM-2 South Pole Mission, flying the second Nova-C lunar lander.[295] The Polar Resources Ice Mining Experiment 1 (PRIME-1) payload will be delivered to the lunar south pole near Shackleton Crater for the CLPS program.[296] Odin will travel to near Earth asteroid 2022 OB5. Two Geostationary satellites are undisclosed. 100th booster landing on ASOG.","IM-2 South Pole Mission, flying the second Nova-C lunar lander.[295] The Polar Resources Ice Mining Experiment 1 (PRIME-1) payload will be delivered to the lunar south pole near Shackleton Crater for the CLPS program.[296] Odin will travel to near Earth asteroid 2022 OB5. Two Geostationary satellites are undisclosed. 100th booster landing on ASOG.",SpaceX,Cape Canaveral,28.5721,-80.648,1
